=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
40879, 0, 9, 
40881, 4, 0, 
40883, 16, 4, 
40885, 1, 0, 
40887, 169, 4, 
40889, 121, 9, 
40891, 81, 4, 
40893, 4, 9, 
40895, 4, 0, 
40897, 121, 4, 
40899, 64, 0, 
40901, 121, 1, 
40903, 4, 1, 
40905, 1, 1, 
40907, 16, 1, 
40909, 9, 4, 
40911, 49, 0, 
40913, 9, 4, 
40915, 1, 4, 
40918, 100, 4, 
40920, 1, 0, 
40922, 64, 25, 
40924, 64, 1, 
40926, 49, 9, 
40928, 9, 0, 
40930, 9, 0, 
40932, 0, 16, 
40934, 4, 1, 
40936, 1, 0, 
40938, 4, 1, 
40940, 1, 0, 
40942, 25, 1, 
40944, 81, 4, 
40946, 0, 4, 
40948, 121, 4, 
40950, 4, 9, 
40952, 16, 4, 
40954, 0, 1, 
40956, 49, 4, 
40958, 256, 0, 
40961, 100, 4, 
40963, 121, 1, 
40965, 144, 9, 
40967, 25, 0, 
40970, 1, 9, 
40972, 81, 9, 
40974, 64, 9, 
40976, 16, 0, 
40978, 324, 0, 
40980, 169, 1, 
40982, 64, 0, 
40984, 0, 4, 
40986, 36, 0, 
40988, 0, 1, 
40990, 1, 1, 
40992, 9, 0, 
40994, 0, 1, 
40996, 0, 0, 
40998, 9, 4, 
41000, 4, 0, 
41003, 16, 1, 
41005, 49, 4, 
41007, 4, 0, 
41009, 36, 4, 
41011, 1, 0, 
41013, 4, 0, 
41015, 25, 1, 
41017, 16, 4, 
41019, 49, 0, 
41021, 1, 4, 
41023, 1, 1, 
41025, 4, 0, 
41027, 0, 4, 
41029, 49, 1, 
41031, 4, 4, 
41033, 4, 1, 
41035, 0, 1, 
41037, 25, 4, 
41039, 64, 0, 
41041, 0, 1, 
41043, 361, 4, 
41046, 169, 16, 
41048, 4, 1, 
41050, 0, 0, 
41052, 9, 1, 
41054, 225, 1, 
41056, 36, 16, 
41058, 0, 0, 
41060, 16, 0, 
41062, 25, 4, 
41064, 4, 0, 
41066, 16, 0, 
41068, 0, 4, 
41070, 1, 1, 
41072, 0, 0, 
41074, 0, 1, 
41076, 1, 0, 
41078, 0, 1, 
41080, 0, 0, 
41082, 1, 0, 
41085, 1, 1, 
41088, 4, 0, 
41090, 4, 0, 
41092, 0, 4, 
41094, 0, 0, 
41096, 0, 0, 
41098, 16, 1, 
41100, 0, 1, 
41102, 36, 1, 
41104, 1, 1, 
41106, 64, 1, 
41108, 169, 9, 
41110, 1, 1, 
41112, 9, 0, 
41114, 49, 0, 
41116, 81, 1, 
41118, 100, 9, 
41120, 25, 4, 
41122, 36, 0, 
41124, 25, 9, 
41126, 36, 0, 
41128, 64, 4, 
41131, 0, 0, 
41133, 0, 1, 
41135, 1, 4, 
41137, 4, 0, 
41139, 1, 4, 
41141, 0, 1, 
41143, 0, 1, 
41145, 0, 1, 
41147, 0, 0, 
41149, 1, 1, 
41151, 0, 0, 
41153, 0, 0, 
41155, 0, 0, 
41157, 0, 1, 
41159, 0, 0, 
41161, 4, 1, 
41163, 4, 0, 
41165, 1, 0, 
41167, 0, 0, 
41169, 16, 0, 
41171, 0, 1, 
41174, 0, 0, 
41176, 1, 0, 
41178, 1, 1, 
41180, 0, 0, 
41182, 0, 0, 
41184, 0, 1, 
41186, 1, 0, 
41188, 0, 0, 
41190, 0, 0, 
41192, 1, 1, 
41194, 1, 0, 
41196, 9, 0, 
41198, 0, 1, 
41201, 64, 1, 
41203, 0, 1, 
41205, 9, 1, 
41207, 4, 0, 
41209, 4, 1, 
41211, 0, 1, 
41213, 0, 0, 
41216, 4, 4, 
41218, 4, 0, 
41220, 144, 4, 
41222, 64, 9, 
41224, 1, 0, 
41226, 0, 0, 
41228, 1, 1, 
41230, 1, 0, 
41232, 0, 1, 
41234, 0, 0, 
41236, 1, 0, 
41238, 0, 0, 
41240, 0, 1, 
41242, 0, 0, 
41244, 1, 0, 
41246, 0, 0, 
41248, 1, 1, 
41250, 1, 0, 
41252, 0, 0, 
41254, 0, 1, 
41256, 0, 0, 
41259, 0, 0, 
41261, 0, 0, 
41263, 16, 0, 
41265, 100, 0, 
41267, 49, 1, 
41269, 1, 0, 
41271, 25, 0, 
41273, 64, 9, 
41275, 16, 1, 
41277, 0, 0, 
41279, 0, 0, 
41281, 4, 0, 
41283, 1, 0, 
41285, 16, 4, 
41287, 9, 0, 
41289, 1, 0, 
41291, 16, 0, 
41293, 36, 0, 
41295, 1, 0, 
41297, 0, 1, 
41299, 81, 1, 
41302, 49, 9, 
41304, 4, 0, 
41306, 1, 0, 
41308, 9, 0, 
41311, 1, 1, 
41313, 0, 0, 
41315, 1, 0, 
41317, 1, 1, 
41319, 0, 1, 
41321, 0, 0, 
41323, 16, 1, 
41325, 49, 1, 
41327, 25, 1, 
41329, 49, 0, 
41331, 9, 0, 
41333, 49, 0, 
41335, 1, 9, 
41337, 16, 1, 
41339, 0, 4, 
41341, 1, 1, 
41344, 9, 1, 
41346, 9, 1, 
41348, 1, 1, 
41350, 9, 0, 
41352, 4, 0, 
41354, 1, 1, 
41356, 0, 1, 
41358, 0, 1, 
41360, 0, 0, 
41362, 4, 1, 
41364, 4, 0, 
41366, 1, 1, 
41368, 1, 16, 
41370, 4, 0, 
41372, 0, 0, 
41374, 1, 1, 
41376, 0, 9, 
41378, 1, 4, 
41380, 4, 1, 
41382, 0, 0, 
41384, 16, 1, 
41387, 1, 0, 
41389, 1, 1, 
41391, 16, 1, 
41393, 9, 0, 
41395, 1, 16, 
41397, 4, 9, 
41399, 1, 1, 
41401, 16, 0, 
41403, 49, 1, 
41405, 36, 1, 
41407, 100, 16, 
41409, 1, 0, 
41411, 9, 4, 
41413, 25, 4, 
41415, 36, 4, 
41417, 0, 1, 
41419, 1, 1, 
41421, 0, 4, 
41423, 1, 1, 
41425, 9, 16, 
41427, 0, 0, 
41431, 1, 1, 
41433, 1, 9, 
41435, 36, 0, 
41437, 16, 9, 
41439, 0, 9, 
41441, 4, 0, 
41443, 4, 1, 
41445, 4, 0, 
41447, 0, 1, 
41449, 0, 0, 
41451, 0, 0, 
41453, 0, 0, 
41455, 1, 1, 
41457, 16, 1, 
41459, 36, 4, 
41461, 1, 1, 
41463, 4, 0, 
41465, 9, 0, 
41467, 1, 0, 
41469, 9, 0, 
41472, 0, 0, 
41474, 0, 0, 
41476, 9, 0, 
41478, 0, 0, 
41480, 64, 1, 
41482, 25, 0, 
41484, 0, 25, 
41486, 1, 9, 
41488, 1, 1, 
41490, 0, 0, 
41492, 1, 0, 
41494, 9, 1, 
41496, 1, 0, 
41498, 0, 0, 
41500, 16, 1, 
41502, 25, 4, 
41504, 1, 0, 
41506, 1, 0, 
41508, 4, 4, 
41510, 0, 4, 
41512, 1, 1, 
41515, 0, 0, 
41517, 4, 1, 
41519, 4, 0, 
41521, 0, 0, 
41523, 0, 0, 
41525, 1, 0, 
41527, 0, 0, 
41529, 0, 0, 
41531, 1, 0, 
41533, 1, 0, 
41535, 4, 0, 
41537, 1, 0, 
41539, 1, 9, 
41542, 0, 4, 
41544, 4, 0, 
41546, 9, 1, 
41548, 4, 0, 
41550, 81, 1, 
41552, 36, 4, 
41554, 0, 0, 
41556, 49, 0, 
41559, 81, 25, 
41561, 4, 4, 
41563, 9, 1, 
41565, 1, 0, 
41567, 81, 0, 
41569, 0, 1, 
41571, 25, 0, 
41573, 0, 0, 
41575, 9, 1, 
41577, 4, 1, 
41579, 9, 4, 
41581, 25, 1, 
41583, 9, 1, 
41585, 1, 4, 
41587, 1, 4, 
41589, 1, 1, 
41591, 49, 0, 
41593, 0, 0, 
41595, 4, 1, 
41597, 0, 1, 
41600, 1, 1, 
41602, 0, 0, 
41604, 1, 9, 
41606, 9, 9, 
41608, 0, 4, 
41610, 9, 0, 
41612, 4, 0, 
41614, 0, 0, 
41616, 0, 0, 
41618, 1, 0, 
41620, 0, 0, 
41622, 0, 0, 
41624, 0, 0, 
41626, 1, 0, 
41628, 0, 0, 
41630, 1, 0, 
41632, 1, 0, 
41634, 9, 4, 
41636, 16, 4, 
41638, 1, 0, 
41640, 4, 1, 
41643, 0, 1, 
41645, 1, 1, 
41647, 0, 4, 
41649, 1, 1, 
41651, 36, 0, 
41653, 16, 0, 
41655, 16, 0, 
41657, 4, 0, 
41660, 4, 0, 
41662, 1, 0, 
41664, 0, 1, 
41666, 0, 1, 
41668, 0, 0, 
41670, 0, 4, 
41672, 0, 9, 
41674, 4, 9, 
41676, 0, 0, 
41678, 1, 0, 
41680, 4, 0, 
41682, 0, 4, 
41684, 1, 49, 
41687, 1, 49, 
41689, 4, 4, 
41691, 1, 1, 
41693, 0, 1, 
41695, 0, 0, 
41697, 0, 0, 
41699, 0, 0, 
41701, 0, 1, 
41703, 0, 4, 
41705, 1, 1, 
41707, 1, 0, 
41709, 0, 1, 
41711, 4, 0, 
41713, 0, 1, 
41715, 0, 1, 
41717, 0, 0, 
41719, 1, 0, 
41721, 0, 0, 
41723, 1, 0, 
41725, 0, 0, 
41728, 0, 1, 
41730, 1, 0, 
41732, 1, 0, 
41734, 4, 1, 
41736, 0, 0, 
41738, 1, 0, 
41740, 1, 0, 
41742, 0, 0, 
41744, 0, 1, 
41746, 9, 1, 
41748, 36, 1, 
41750, 16, 0, 
41752, 49, 1, 
41754, 0, 0, 
41756, 0, 1, 
41758, 0, 0, 
41760, 0, 0, 
41762, 0, 1, 
41764, 1, 0, 
41766, 0, 0, 
41768, 1, 0, 
41771, 4, 0, 
41773, 4, 0, 
41776, 1, 0, 
41778, 4, 0, 
41780, 0, 1, 
41782, 4, 0, 
41784, 0, 4, 
41786, 0, 0, 
41788, 1, 1, 
41790, 9, 0, 
41792, 1, 0, 
41794, 1, 1, 
41796, 0, 0, 
41798, 0, 1, 
41800, 0, 0, 
41802, 0, 0, 
41804, 0, 0, 
41806, 0, 0, 
41808, 0, 1, 
41810, 1, 1, 
41812, 0, 0, 
41815, 0, 0, 
41817, 0, 0, 
41819, 0, 0, 
41821, 0, 1, 
41823, 1, 1, 
41825, 0, 0, 
41827, 1, 1, 
41829, 1, 0, 
41831, 4, 4, 
41833, 25, 1, 
41835, 0, 0, 
41837, 1, 1, 
41839, 4, 0, 
41841, 0, 0, 
41843, 4, 4, 
41845, 0, 4, 
41847, 16, 0, 
41849, 0, 9, 
41851, 1, 4, 
41853, 1, 0, 
41856, 1, 4, 
41858, 4, 25, 
41860, 0, 4, 
41862, 0, 0, 
41864, 0, 0, 
41866, 1, 0, 
41868, 9, 0, 
41870, 4, 1, 
41872, 4, 0, 
41874, 0, 1, 
41876, 0, 0, 
41878, 0, 0, 
41880, 4, 0, 
41882, 1, 1, 
41884, 0, 1, 
41886, 0, 0, 
41888, 1, 0, 
41891, 0, 0, 
41893, 1, 0, 
41895, 4, 0, 
41897, 1, 0, 
41900, 1, 0, 
41902, 0, 1, 
41904, 9, 0, 
41906, 25, 1, 
41908, 1, 1, 
41910, 25, 1, 
41912, 4, 1, 
41914, 9, 0, 
41916, 0, 1, 
41918, 9, 1, 
41920, 0, 0, 
41922, 0, 1, 
41924, 0, 1, 
41926, 1, 4, 
41928, 1, 0, 
41930, 0, 0, 
41932, 4, 0, 
41934, 0, 1, 
41936, 1, 16, 
41938, 36, 4, 
41940, 4, 0, 
41943, 0, 0, 
41945, 9, 4, 
41947, 1, 9, 
41949, 1, 0, 
41951, 1, 1, 
41953, 0, 4, 
41955, 0, 0, 
41957, 0, 4, 
41959, 1, 4, 
41961, 0, 1, 
41963, 0, 0, 
41965, 0, 1, 
41967, 0, 1, 
41969, 1, 0, 
41971, 1, 0, 
41973, 0, 0, 
41975, 1, 0, 
41977, 0, 1, 
41979, 0, 1, 
41981, 0, 4, 
41984, 0, 0, 
41986, 0, 1, 
41988, 9, 1, 
41990, 1, 0, 
41992, 4, 1, 
41994, 1, 1, 
41996, 4, 0, 
41998, 1, 1, 
42000, 0, 1, 
42002, 0, 0, 
42005, 0, 0, 
42007, 0, 0, 
42009, 1, 1, 
42011, 0, 4, 
42013, 1, 4, 
42015, 1, 0, 
42017, 0, 0, 
42019, 0, 0, 
42021, 1, 0, 
42023, 0, 4, 
42025, 9, 9, 
42028, 0, 1, 
42030, 36, 1, 
42032, 0, 0, 
42034, 16, 1, 
42036, 4, 0, 
42038, 1, 4, 
42040, 49, 4, 
42042, 16, 16, 
42044, 9, 1, 
42046, 0, 4, 
42048, 1, 0, 
42050, 1, 0, 
42052, 0, 0, 
42054, 16, 1, 
42056, 0, 16, 
42058, 9, 9, 
42060, 1, 0, 
42062, 0, 1, 
42064, 4, 1, 
42066, 0, 4, 
42068, 0, 1, 
42071, 1, 1, 
42073, 1, 1, 
42075, 0, 0, 
42077, 0, 4, 
42079, 0, 1, 
42081, 1, 0, 
42083, 0, 1, 
42085, 0, 4, 
42087, 0, 1, 
42089, 1, 1, 
42091, 1, 0, 
42093, 0, 0, 
42095, 1, 0, 
42097, 1, 0, 
42099, 0, 1, 
42101, 1, 1, 
42103, 0, 0, 
42105, 1, 0, 
42107, 0, 0, 
42109, 1, 1, 
42112, 1, 0, 
42114, 0, 1, 
42116, 9, 1, 
42118, 0, 0, 
42121, 0, 1, 
42123, 4, 1, 
42125, 9, 4, 
42127, 1, 0, 
42129, 0, 0, 
42131, 0, 1, 
42133, 1, 1, 
42135, 4, 0, 
42137, 0, 0, 
42139, 0, 0, 
42141, 4, 1, 
42143, 0, 4, 
42145, 0, 0, 
42147, 4, 1, 
42149, 9, 1, 
42151, 1, 0, 
42153, 25, 0, 
42156, 4, 4, 
42158, 9, 1, 
42160, 9, 0, 
42162, 4, 1, 
42164, 0, 0, 
42166, 4, 0, 
42168, 0, 0, 
42170, 0, 0, 
42172, 0, 0, 
42174, 1, 1, 
42176, 0, 1, 
42178, 0, 16, 
42180, 0, 16, 
42182, 1, 0, 
42184, 0, 0, 
42186, 1, 1, 
42188, 0, 0, 
42190, 1, 0, 
42192, 0, 4, 
42194, 4, 4, 
42196, 0, 0, 
42199, 0, 1, 
42201, 1, 0, 
42203, 0, 0, 
42205, 0, 0, 
42207, 1, 1, 
42209, 4, 4, 
42211, 0, 9, 
42213, 0, 1, 
42215, 0, 1, 
42217, 0, 0, 
42219, 0, 1, 
42221, 0, 4, 
42223, 1, 0, 
42225, 0, 0, 
42227, 4, 0, 
42230, 4, 4, 
42232, 0, 1, 
42234, 1, 0, 
42236, 1, 0, 
42238, 1, 1, 
42241, 0, 0, 
42243, 1, 1, 
42245, 1, 0, 
42247, 0, 0, 
42249, 0, 1, 
42251, 0, 0, 
42253, 1, 4, 
42255, 1, 1, 
42257, 0, 1, 
42259, 0, 1, 
42261, 4, 0, 
42263, 4, 4, 
42265, 4, 16, 
42267, 4, 0, 
42269, 1, 9, 
42271, 4, 4, 
42273, 1, 0, 
42275, 9, 0, 
42277, 4, 1, 
42279, 0, 1, 
42281, 0, 4, 
42284, 4, 1, 
42286, 4, 4, 
42288, 1, 0, 
42290, 0, 1, 
42292, 0, 0, 
42294, 0, 1, 
42296, 4, 1, 
42298, 9, 1, 
42300, 1, 4, 
42302, 0, 0, 
42304, 4, 0, 
42306, 1, 1, 
42308, 0, 0, 
42310, 4, 0, 
42312, 1, 0, 
42314, 0, 0, 
42316, 0, 0, 
42318, 0, 4, 
42320, 1, 1, 
42322, 9, 0, 
42324, 4, 1, 
42327, 0, 0, 
42329, 0, 0, 
42331, 0, 0, 
42333, 0, 0, 
42335, 1, 1, 
42337, 0, 0, 
42339, 0, 1, 
42341, 0, 0, 
42343, 4, 0, 
42345, 4, 4, 
42347, 1, 1, 
42350, 0, 0, 
42352, 0, 4, 
42354, 0, 4, 
42356, 1, 0, 
42358, 1, 1, 
42360, 1, 4, 
42362, 0, 1, 
42364, 1, 1, 
42366, 1, 0, 
42369, 0, 0, 
42371, 0, 0, 
42373, 1, 1, 
42375, 1, 0, 
42377, 0, 0, 
42379, 0, 0, 
42381, 1, 0, 
42383, 0, 1, 
42385, 0, 0, 
42387, 1, 0, 
42389, 1, 0, 
42391, 0, 1, 
42393, 0, 1, 
42395, 0, 1, 
42397, 0, 0, 
42399, 1, 1, 
42401, 1, 0, 
42403, 16, 0, 
42405, 1, 0, 
42407, 9, 0, 
42409, 0, 0, 
42412, 0, 0, 
42414, 0, 0, 
42416, 0, 0, 
42418, 0, 1, 
42420, 0, 4, 
42422, 1, 4, 
42424, 0, 4, 
42426, 0, 1, 
42428, 4, 0, 
42430, 4, 0, 
42432, 9, 1, 
42434, 4, 1, 
42436, 1, 0, 
42438, 0, 0, 
42440, 0, 0, 
42442, 0, 9, 
42444, 0, 9, 
42446, 0, 1, 
42448, 0, 0, 
42450, 4, 0, 
42452, 4, 0, 
42455, 0, 0, 
42457, 0, 0, 
42459, 1, 0, 
42461, 1, 1, 
42463, 9, 1, 
42466, 4, 1, 
42468, 1, 0, 
42470, 1, 0, 
42472, 4, 0, 
42474, 0, 4, 
42476, 0, 1, 
42478, 4, 4, 
42480, 1, 1, 
42482, 1, 0, 
42484, 0, 0, 
42486, 0, 1, 
42488, 0, 0, 
42490, 4, 0, 
42492, 0, 1, 
42494, 1, 1, 
42497, 0, 1, 
42499, 0, 0, 
42501, 1, 0, 
42503, 1, 1, 
42505, 1, 0, 
42507, 0, 0, 
42509, 0, 1, 
42511, 1, 0, 
42513, 0, 1, 
42515, 0, 1, 
42517, 0, 0, 
42519, 0, 1, 
42521, 0, 9, 
42523, 0, 9, 
42525, 0, 9, 
42527, 1, 0, 
42529, 1, 4, 
42531, 4, 1, 
42533, 1, 0, 
42535, 0, 1, 
42537, 4, 0, 
42540, 1, 0, 
42542, 1, 0, 
42544, 0, 0, 
42546, 9, 0, 
42548, 9, 0, 
42550, 0, 1, 
42552, 1, 1, 
42554, 1, 1, 
42556, 1, 0, 
42558, 0, 0, 
42560, 0, 0, 
42562, 0, 1, 
42564, 1, 4, 
42566, 0, 4, 
42568, 0, 1, 
42570, 4, 1, 
42572, 1, 1, 
42574, 0, 0, 
42577, 1, 1, 
42579, 1, 1, 
42582, 0, 1, 
42584, 0, 0, 
42586, 0, 0, 
42588, 0, 0, 
42590, 0, 0, 
42592, 0, 0, 
42594, 0, 0, 
42596, 0, 0, 
42598, 1, 0, 
42600, 1, 0, 
42602, 0, 0, 
42604, 0, 1, 
42606, 0, 0, 
42608, 0, 1, 
42610, 1, 0, 
42612, 0, 0, 
42614, 4, 1, 
42616, 0, 4, 
42618, 4, 0, 
42620, 9, 0, 
42622, 9, 4, 
42625, 0, 4, 
42627, 1, 1, 
42629, 1, 1, 
42631, 4, 0, 
42633, 1, 0, 
42635, 0, 0, 
42637, 0, 1, 
42639, 0, 1, 
42641, 0, 0, 
42643, 0, 1, 
42645, 0, 1, 
42647, 9, 0, 
42649, 16, 4, 
42651, 0, 0, 
42653, 4, 1, 
42655, 0, 0, 
42657, 0, 4, 
42659, 0, 1, 
42661, 0, 1, 
42663, 1, 0, 
42665, 0, 0, 
42668, 0, 0, 
42670, 0, 1, 
42672, 0, 1, 
42674, 0, 0, 
42676, 0, 0, 
42678, 0, 0, 
42680, 0, 0, 
42682, 0, 1, 
42684, 0, 1, 
42686, 0, 1, 
42689, 9, 1, 
42691, 4, 1, 
42693, 16, 0, 
42695, 0, 1, 
42697, 1, 0, 
42699, 4, 0, 
42701, 0, 1, 
42703, 0, 0, 
42705, 0, 0, 
42707, 0, 1, 
42710, 0, 0, 
42712, 0, 1, 
42714, 4, 0, 
42716, 0, 1, 
42718, 4, 0, 
42720, 1, 1, 
42722, 0, 9, 
42724, 0, 9, 
42726, 0, 0, 
42728, 1, 0, 
42730, 0, 1, 
42732, 0, 16, 
42734, 0, 9, 
42736, 0, 0, 
42738, 1, 1, 
42740, 0, 4, 
42742, 0, 9, 
42744, 1, 0, 
42746, 4, 0, 
42748, 0, 0, 
42750, 0, 1, 
42753, 1, 4, 
42755, 1, 0, 
42757, 0, 1, 
42759, 0, 1, 
42761, 1, 0, 
42763, 4, 0, 
42765, 0, 0, 
42767, 0, 1, 
42769, 0, 0, 
42771, 1, 1, 
42773, 0, 1, 
42775, 0, 1, 
42777, 25, 0, 
42779, 16, 0, 
42781, 0, 4, 
42783, 16, 25, 
42785, 1, 9, 
42787, 0, 0, 
42789, 1, 0, 
42791, 1, 4, 
42793, 4, 1, 
42796, 0, 4, 
42798, 0, 4, 
42800, 0, 1, 
42802, 0, 0, 
42804, 4, 0, 
42807, 4, 4, 
42809, 0, 1, 
42811, 4, 0, 
42813, 9, 0, 
42815, 1, 0, 
42817, 4, 0, 
42819, 4, 1, 
42821, 4, 9, 
42823, 1, 0, 
42825, 0, 0, 
42827, 0, 0, 
42829, 0, 9, 
42831, 4, 9, 
42833, 0, 0, 
42835, 0, 1, 
42838, 1, 0, 
42840, 0, 0, 
42842, 1, 0, 
42844, 4, 1, 
42846, 1, 0, 
42848, 1, 0, 
42850, 1, 0, 
42852, 1, 4, 
42854, 0, 1, 
42856, 0, 0, 
42858, 4, 0, 
42860, 0, 0, 
42862, 0, 1, 
42864, 1, 9, 
42866, 0, 9, 
42868, 0, 4, 
42870, 1, 4, 
42872, 1, 1, 
42874, 0, 1, 
42876, 0, 0, 
42878, 0, 1, 
42881, 0, 0, 
42883, 1, 1, 
42885, 0, 4, 
42887, 4, 16, 
42889, 1, 0, 
42891, 9, 0, 
42893, 0, 0, 
42895, 0, 4, 
42897, 0, 1, 
42899, 0, 9, 
42901, 1, 4, 
42903, 0, 9, 
42905, 0, 1, 
42907, 0, 0, 
42909, 0, 0, 
42911, 0, 0, 
42913, 0, 0, 
42915, 1, 0, 
42917, 4, 0, 
42920, 1, 1, 
42923, 0, 1, 
42925, 0, 0, 
42927, 0, 0, 
42929, 0, 0, 
42931, 0, 4, 
42933, 4, 9, 
42935, 1, 1, 
42937, 4, 0, 
42939, 1, 1, 
42941, 0, 1, 
42943, 0, 0, 
42945, 4, 0, 
42947, 4, 0, 
42949, 9, 0, 
42951, 4, 0, 
42953, 4, 0, 
42955, 0, 4, 
42957, 0, 36, 
42959, 0, 16, 
42961, 0, 1, 
42963, 4, 0, 
42966, 0, 0, 
42968, 4, 0, 
42970, 0, 0, 
42972, 1, 0, 
42974, 4, 0, 
42976, 0, 1, 
42978, 0, 1, 
42980, 1, 1, 
42982, 1, 4, 
42984, 0, 1, 
42986, 0, 0, 
42988, 1, 1, 
42990, 1, 1, 
42992, 0, 1, 
42994, 0, 9, 
42996, 1, 1, 
42998, 0, 0, 
43000, 1, 0, 
43002, 0, 0, 
43004, 0, 0, 
43006, 1, 16, 
43009, 0, 9, 
43011, 1, 0, 
43013, 0, 0, 
43015, 0, 4, 
43017, 0, 1, 
43019, 4, 0, 
43021, 4, 4, 
43023, 16, 1, 
43025, 4, 0, 
43027, 9, 0, 
43029, 4, 0, 
43032, 1, 0, 
43034, 9, 0, 
43036, 4, 0, 
43038, 0, 0, 
43040, 0, 1, 
43042, 0, 0, 
43044, 1, 0, 
43046, 1, 16, 
43048, 0, 25, 
43051, 4, 0, 
43053, 4, 0, 
43055, 1, 1, 
43057, 0, 1, 
43059, 0, 0, 
43061, 0, 1, 
43063, 0, 1, 
43065, 0, 1, 
43067, 0, 1, 
43069, 0, 9, 
43071, 1, 1, 
43073, 4, 1, 
43075, 0, 0, 
43077, 0, 0, 
43079, 0, 1, 
43081, 0, 0, 
43083, 0, 0, 
43085, 0, 0, 
43087, 0, 0, 
43089, 0, 0, 
43091, 0, 1, 
43094, 0, 1, 
43096, 0, 4, 
43098, 0, 9, 
43100, 1, 1, 
43102, 1, 0, 
43104, 0, 0, 
43106, 1, 0, 
43108, 0, 1, 
43110, 4, 1, 
43112, 1, 0, 
43114, 1, 0, 
43116, 4, 4, 
43118, 4, 1, 
43120, 0, 0, 
43122, 0, 0, 
43124, 4, 0, 
43126, 1, 1, 
43128, 1, 4, 
43130, 1, 9, 
43132, 4, 9, 
43134, 1, 0, 
43137, 9, 0, 
43139, 16, 1, 
43141, 9, 1, 
43143, 16, 0, 
43146, 0, 0, 
43148, 0, 1, 
43150, 0, 0, 
43152, 4, 0, 
43154, 16, 0, 
43156, 0, 1, 
43158, 9, 1, 
43160, 0, 0, 
43162, 1, 1, 
43164, 0, 0, 
43166, 0, 0, 
43168, 0, 4, 
43170, 0, 4, 
43172, 0, 0, 
43174, 1, 1, 
43176, 1, 4, 
43179, 0, 9, 
43181, 0, 9, 
43183, 0, 1, 
43185, 0, 0, 
43187, 0, 0, 
43189, 0, 0, 
43191, 1, 0, 
43193, 0, 0, 
43195, 4, 0, 
43197, 4, 0, 
43199, 0, 0, 
43201, 4, 1, 
43203, 0, 1, 
43205, 0, 1, 
43207, 0, 0, 
43209, 0, 0, 
43211, 1, 1, 
43213, 0, 0, 
43215, 0, 4, 
43217, 4, 0, 
43219, 0, 0, 
43222, 1, 0, 
43224, 4, 0, 
43226, 1, 4, 
43228, 0, 0, 
43230, 4, 4, 
43232, 9, 0, 
43234, 1, 0, 
43236, 1, 0, 
43238, 0, 0, 
43240, 1, 0, 
43242, 1, 0, 
43244, 1, 0, 
43246, 9, 4, 
43248, 0, 1, 
43250, 4, 0, 
43252, 1, 0, 
43255, 0, 0, 
43257, 0, 1, 
43259, 1, 4, 
43261, 0, 0, 
43264, 0, 0, 
43266, 0, 0, 
43268, 0, 1, 
43270, 0, 1, 
43272, 0, 0, 
43274, 1, 0, 
43276, 1, 0, 
43278, 0, 4, 
43280, 1, 25, 
43282, 9, 1, 
43284, 0, 1, 
43286, 4, 1, 
43288, 1, 4, 
43290, 4, 1, 
43292, 4, 0, 
43294, 1, 4, 
43296, 1, 0, 
43298, 4, 0, 
43300, 16, 0, 
43302, 9, 1, 
43304, 9, 4, 
43307, 1, 9, 
43309, 9, 0, 
43311, 9, 0, 
43313, 1, 1, 
43315, 0, 0, 
43317, 4, 0, 
43319, 1, 1, 
43321, 1, 9, 
43323, 0, 1, 
43325, 4, 0, 
43327, 4, 4, 
43329, 1, 1, 
43331, 0, 4, 
43333, 0, 4, 
43335, 1, 1, 
43337, 1, 1, 
43339, 1, 1, 
43341, 4, 1, 
43343, 1, 0, 
43345, 1, 0, 
43347, 1, 1, 
43350, 1, 0, 
43352, 0, 0, 
43354, 0, 1, 
43356, 0, 0, 
43358, 0, 4, 
43360, 0, 9, 
43362, 0, 16, 
43364, 16, 4, 
43366, 16, 1, 
43368, 0, 0, 
43371, 0, 1, 
43373, 1, 0, 
43375, 16, 1, 
43377, 0, 1, 
43379, 4, 4, 
43381, 0, 0, 
43383, 0, 1, 
43385, 0, 0, 
43387, 0, 0, 
43389, 0, 1, 
43392, 0, 0, 
43394, 0, 1, 
43396, 0, 1, 
43398, 0, 1, 
43400, 0, 0, 
43402, 1, 1, 
43404, 1, 9, 
43406, 1, 25, 
43408, 0, 16, 
43410, 1, 0, 
43412, 1, 0, 
43414, 1, 4, 
43416, 0, 0, 
43418, 4, 0, 
43420, 9, 0, 
43422, 0, 1, 
43424, 1, 0, 
43426, 1, 0, 
43428, 0, 4, 
43430, 1, 1, 
43432, 0, 1, 
43435, 1, 0, 
43437, 0, 4, 
43439, 1, 1, 
43441, 0, 1, 
43443, 1, 0, 
43445, 0, 0, 
43447, 0, 1, 
43449, 4, 0, 
43451, 1, 4, 
43453, 0, 0, 
43455, 0, 1, 
43457, 0, 0, 
43459, 0, 0, 
43461, 0, 0, 
43463, 0, 1, 
43465, 0, 0, 
43467, 0, 0, 
43469, 0, 1, 
43471, 0, 4, 
43473, 0, 0, 
43475, 0, 0, 
43478, 0, 1, 
43480, 0, 0, 
43482, 0, 0, 
43485, 0, 0, 
43487, 0, 1, 
43489, 0, 4, 
43491, 4, 1, 
