=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.02.08 17:01:49 =~=~=~=~=~=~=~=~=~=~=~=

Time, Trap_L, Pec_L
43493, 4, 1, 
43495, 0, 1, 
43497, 0, 9, 
43499, 0, 0, 
43501, 0, 0, 
43503, 0, 0, 
43505, 1, 0, 
43507, 1, 0, 
43509, 0, 1, 
43511, 1, 0, 
43513, 0, 4, 
43515, 0, 9, 
43517, 0, 1, 
43520, 4, 0, 
43522, 0, 0, 
43524, 1, 0, 
43526, 0, 1, 
43528, 0, 0, 
43530, 0, 0, 
43532, 0, 0, 
43534, 0, 1, 
43536, 1, 0, 
43538, 1, 0, 
43540, 0, 0, 
43542, 0, 0, 
43544, 1, 0, 
43546, 0, 0, 
43548, 1, 0, 
43550, 0, 0, 
43552, 0, 9, 
43554, 1, 9, 
43556, 0, 4, 
43558, 0, 1, 
43560, 0, 0, 
43563, 0, 0, 
43565, 0, 0, 
43567, 0, 0, 
43569, 25, 1, 
43571, 81, 9, 
43573, 4, 0, 
43575, 36, 4, 
43577, 9, 0, 
43579, 0, 0, 
43581, 16, 9, 
43583, 1, 1, 
43585, 25, 16, 
43587, 0, 0, 
43589, 25, 4, 
43591, 1, 1, 
43594, 16, 1, 
43596, 0, 0, 
43598, 16, 0, 
43600, 1, 0, 
43602, 9, 1, 
43604, 9, 4, 
43607, 1, 1, 
43609, 0, 4, 
43611, 0, 1, 
43613, 1, 16, 
43615, 0, 25, 
43617, 0, 4, 
43619, 4, 16, 
43621, 4, 36, 
43623, 4, 4, 
43625, 4, 4, 
43627, 1, 0, 
43629, 0, 4, 
43631, 25, 4, 
43633, 16, 9, 
43635, 1, 0, 
43637, 1, 4, 
43639, 0, 0, 
43641, 4, 1, 
43643, 25, 1, 
43645, 1, 1, 
43648, 16, 0, 
43650, 9, 1, 
43652, 9, 0, 
43654, 0, 1, 
43656, 16, 0, 
43658, 1, 1, 
43660, 1, 1, 
43662, 64, 1, 
43664, 9, 1, 
43666, 49, 0, 
43668, 0, 1, 
43670, 9, 36, 
43672, 1, 4, 
43674, 0, 1, 
43676, 9, 4, 
43678, 49, 0, 
43680, 4, 0, 
43682, 36, 1, 
43684, 16, 1, 
43686, 0, 0, 
43688, 9, 0, 
43691, 1, 0, 
43693, 0, 0, 
43695, 0, 0, 
43697, 1, 0, 
43699, 0, 0, 
43701, 25, 1, 
43703, 4, 0, 
43705, 16, 9, 
43708, 25, 4, 
43710, 4, 0, 
43712, 0, 4, 
43714, 16, 1, 
43716, 0, 4, 
43718, 1, 0, 
43720, 1, 0, 
43722, 0, 0, 
43724, 0, 1, 
43726, 1, 4, 
43728, 9, 0, 
43730, 1, 4, 
43732, 0, 1, 
43735, 9, 4, 
43737, 1, 25, 
43739, 1, 4, 
43741, 0, 16, 
43743, 9, 36, 
43745, 0, 25, 
43747, 9, 16, 
43749, 0, 16, 
43751, 1, 0, 
43753, 0, 9, 
43755, 16, 0, 
43757, 64, 1, 
43759, 16, 1, 
43761, 100, 1, 
43763, 4, 1, 
43765, 9, 0, 
43767, 0, 1, 
43769, 16, 1, 
43771, 1, 0, 
43773, 1, 1, 
43776, 1, 1, 
43778, 1, 1, 
43780, 1, 0, 
43782, 0, 0, 
43784, 4, 0, 
43786, 0, 0, 
43788, 16, 0, 
43790, 0, 0, 
43792, 0, 1, 
43794, 25, 0, 
43796, 49, 0, 
43798, 49, 4, 
43800, 36, 0, 
43802, 0, 0, 
43804, 0, 4, 
43806, 0, 4, 
43808, 16, 0, 
43810, 0, 0, 
43812, 0, 0, 
43814, 0, 1, 
43816, 0, 9, 
43819, 0, 1, 
43821, 0, 64, 
43824, 0, 16, 
43826, 0, 36, 
43828, 9, 49, 
43830, 0, 1, 
43832, 16, 16, 
43834, 4, 0, 
43836, 4, 0, 
43838, 9, 4, 
43840, 0, 49, 
43842, 0, 4, 
43844, 9, 1, 
43846, 4, 16, 
43848, 0, 1, 
43850, 1, 0, 
43852, 0, 1, 
43854, 1, 0, 
43856, 9, 0, 
43858, 9, 0, 
43860, 0, 0, 
43863, 0, 4, 
43865, 16, 1, 
43867, 1, 1, 
43869, 1, 1, 
43871, 4, 4, 
43873, 1, 1, 
43875, 1, 9, 
43877, 1, 4, 
43879, 0, 1, 
43881, 1, 0, 
43883, 9, 4, 
43885, 25, 16, 
43887, 225, 1, 
43889, 196, 144, 
43891, 121, 4, 
43893, 169, 81, 
43895, 49, 16, 
43897, 1, 0, 
43899, 4, 1, 
43901, 0, 1, 
43904, 0, 1, 
43906, 1, 4, 
43908, 1, 4, 
43910, 1, 0, 
43912, 1, 0, 
43914, 1, 0, 
43916, 0, 1, 
43918, 0, 16, 
43920, 4, 1, 
43922, 0, 1, 
43924, 0, 16, 
43926, 4, 1, 
43928, 1, 64, 
43930, 4, 1, 
43932, 0, 4, 
43934, 16, 1, 
43936, 0, 4, 
43938, 0, 81, 
43941, 49, 9, 
43943, 100, 100, 
43945, 0, 9, 
43948, 16, 36, 
43950, 9, 1, 
43952, 0, 4, 
43954, 0, 0, 
43956, 1, 16, 
43958, 0, 1, 
43960, 36, 1, 
43962, 16, 4, 
43964, 81, 4, 
43966, 36, 9, 
43968, 9, 0, 
43970, 9, 4, 
43972, 0, 4, 
43974, 36, 1, 
43976, 4, 1, 
43978, 16, 4, 
43980, 0, 0, 
43982, 1, 4, 
43984, 4, 4, 
43986, 0, 16, 
43988, 9, 25, 
43991, 1, 9, 
43993, 9, 64, 
43995, 4, 49, 
43997, 9, 4, 
43999, 0, 0, 
44001, 4, 4, 
44003, 9, 0, 
44005, 1, 0, 
44007, 0, 25, 
44009, 9, 1, 
44011, 0, 25, 
44013, 4, 0, 
44015, 0, 9, 
44017, 0, 16, 
44019, 4, 100, 
44021, 1, 4, 
44023, 16, 1, 
44025, 1, 4, 
44027, 1, 16, 
44029, 4, 16, 
44032, 4, 9, 
44034, 1, 9, 
44036, 4, 4, 
44038, 0, 1, 
44040, 1, 1, 
44042, 1, 0, 
44044, 0, 1, 
44046, 1, 49, 
44048, 0, 1, 
44050, 0, 49, 
44052, 0, 1, 
44054, 0, 4, 
44057, 1, 4, 
44059, 1, 0, 
44061, 0, 1, 
44063, 0, 9, 
44065, 0, 1, 
44067, 0, 4, 
44069, 0, 25, 
44071, 1, 0, 
44073, 0, 1, 
44076, 0, 1, 
44078, 0, 9, 
44080, 1, 1, 
44082, 0, 25, 
44084, 0, 0, 
44086, 0, 100, 
44088, 4, 36, 
44090, 9, 64, 
44092, 0, 81, 
44094, 0, 25, 
44096, 1, 4, 
44098, 1, 16, 
44100, 4, 9, 
44102, 1, 0, 
44104, 1, 4, 
44106, 0, 0, 
44108, 1, 1, 
44110, 0, 4, 
44112, 1, 1, 
44114, 0, 4, 
44116, 1, 0, 
44119, 0, 9, 
44121, 0, 4, 
44123, 0, 4, 
44125, 1, 1, 
44127, 0, 1, 
44129, 1, 1, 
44131, 4, 36, 
44133, 0, 0, 
44135, 1, 9, 
44137, 0, 0, 
44139, 0, 16, 
44141, 0, 9, 
44143, 4, 49, 
44145, 0, 4, 
44147, 1, 16, 
44149, 0, 16, 
44151, 0, 0, 
44153, 0, 1, 
44155, 1, 1, 
44157, 0, 0, 
44160, 0, 1, 
44162, 0, 1, 
44164, 0, 16, 
44166, 0, 1, 
44168, 0, 1, 
44171, 0, 1, 
44173, 1, 1, 
44175, 0, 81, 
44177, 1, 16, 
44179, 4, 36, 
44181, 1, 25, 
44183, 1, 9, 
44185, 0, 0, 
44187, 0, 0, 
44189, 0, 0, 
44191, 0, 0, 
44193, 0, 0, 
44195, 0, 36, 
44197, 0, 1, 
44199, 1, 16, 
44201, 4, 1, 
44204, 1, 16, 
44206, 0, 0, 
44208, 9, 9, 
44210, 0, 9, 
44212, 4, 64, 
44214, 0, 4, 
44216, 0, 0, 
44218, 0, 0, 
44220, 0, 1, 
44222, 0, 4, 
44224, 0, 1, 
44226, 0, 1, 
44228, 1, 16, 
44230, 1, 4, 
44232, 1, 9, 
44234, 16, 144, 
44236, 4, 64, 
44238, 16, 9, 
44240, 0, 9, 
44242, 1, 0, 
44244, 1, 25, 
44247, 0, 16, 
44249, 0, 1, 
44251, 0, 9, 
44253, 0, 25, 
44255, 1, 9, 
44257, 0, 0, 
44259, 0, 0, 
44261, 0, 9, 
44263, 1, 16, 
44265, 0, 9, 
44267, 0, 4, 
44269, 1, 16, 
44271, 0, 0, 
44273, 1, 1, 
44275, 0, 1, 
44277, 0, 1, 
44279, 0, 0, 
44281, 0, 0, 
44283, 0, 1, 
44285, 0, 0, 
44288, 1, 1, 
44291, 0, 9, 
44293, 1, 4, 
44295, 9, 9, 
44297, 0, 1, 
44299, 0, 9, 
44301, 1, 25, 
44303, 0, 25, 
44305, 1, 4, 
44307, 0, 1, 
44309, 0, 25, 
44311, 0, 64, 
44313, 9, 0, 
44315, 9, 9, 
44317, 1, 1, 
44319, 0, 0, 
44321, 1, 4, 
44323, 4, 4, 
44325, 1, 0, 
44327, 0, 0, 
44329, 1, 0, 
44332, 0, 25, 
44334, 4, 9, 
44336, 9, 144, 
44338, 9, 9, 
44340, 4, 1, 
44342, 4, 1, 
44344, 0, 0, 
44346, 0, 1, 
44348, 1, 1, 
44350, 0, 0, 
44352, 4, 1, 
44354, 4, 9, 
44356, 4, 0, 
44358, 1, 0, 
44360, 0, 0, 
44362, 9, 4, 
44364, 1, 121, 
44366, 1, 9, 
44368, 4, 289, 
44370, 16, 0, 
44372, 49, 64, 
44375, 0, 1, 
44377, 0, 4, 
44379, 4, 49, 
44381, 4, 1, 
44383, 0, 1, 
44385, 4, 9, 
44387, 4, 25, 
44389, 1, 25, 
44391, 9, 4, 
44393, 0, 4, 
44395, 1, 1, 
44397, 1, 9, 
44399, 1, 36, 
44401, 0, 4, 
44403, 4, 16, 
44405, 0, 9, 
44407, 4, 100, 
44410, 0, 36, 
44412, 9, 0, 
44414, 0, 1, 
44417, 0, 4, 
44419, 1, 0, 
44421, 0, 0, 
44423, 1, 1, 
44425, 0, 25, 
44427, 1, 16, 
44429, 4, 1, 
44431, 0, 1, 
44433, 4, 1, 
44435, 0, 9, 
44437, 0, 0, 
44439, 1, 9, 
44441, 4, 1, 
44443, 4, 4, 
44445, 0, 64, 
44447, 1, 0, 
44449, 0, 16, 
44451, 4, 0, 
44453, 1, 144, 
44455, 4, 49, 
44457, 4, 225, 
44460, 4, 121, 
44462, 36, 25, 
44464, 0, 64, 
44466, 16, 25, 
44468, 0, 16, 
44470, 1, 16, 
44472, 0, 9, 
44474, 1, 1, 
44476, 0, 1, 
44478, 0, 0, 
44480, 0, 1, 
44482, 1, 0, 
44484, 1, 1, 
44486, 0, 0, 
44488, 1, 1, 
44490, 0, 4, 
44492, 0, 0, 
44494, 0, 0, 
44496, 0, 9, 
44498, 0, 49, 
44500, 0, 0, 
44503, 1, 4, 
44505, 0, 0, 
44507, 0, 0, 
44509, 4, 4, 
44511, 0, 1, 
44513, 0, 9, 
44515, 1, 81, 
44517, 1, 36, 
44519, 0, 256, 
44521, 9, 100, 
44523, 9, 1, 
44525, 4, 196, 
44528, 0, 25, 
44530, 16, 0, 
44532, 1, 81, 
44534, 1, 1, 
44536, 4, 144, 
44538, 9, 4, 
44540, 4, 49, 
44542, 9, 0, 
44545, 1, 25, 
44547, 1, 9, 
44549, 0, 4, 
44551, 0, 1, 
44553, 4, 1, 
44555, 0, 0, 
44557, 1, 0, 
44559, 0, 16, 
44561, 0, 16, 
44563, 1, 25, 
44565, 0, 9, 
44567, 0, 0, 
44569, 0, 0, 
44571, 0, 0, 
44573, 0, 0, 
44575, 0, 0, 
44577, 1, 25, 
44579, 0, 9, 
44581, 1, 4, 
44583, 0, 1, 
44585, 1, 1, 
44588, 0, 1, 
44590, 1, 9, 
44592, 0, 81, 
44594, 1, 4, 
44596, 1, 100, 
44598, 4, 16, 
44600, 1, 9, 
44602, 9, 4, 
44604, 1, 0, 
44606, 1, 100, 
44608, 1, 4, 
44610, 1, 64, 
44612, 1, 1, 
44614, 4, 1, 
44616, 1, 0, 
44618, 1, 0, 
44620, 4, 4, 
44622, 1, 4, 
44624, 0, 36, 
44626, 0, 4, 
44628, 0, 0, 
44631, 0, 0, 
44633, 1, 0, 
44635, 1, 16, 
44637, 0, 9, 
44639, 0, 0, 
44641, 1, 4, 
44644, 0, 0, 
44646, 1, 4, 
44648, 0, 9, 
44650, 0, 100, 
44652, 4, 49, 
44654, 4, 0, 
44656, 0, 9, 
44658, 1, 100, 
44660, 4, 529, 
44662, 4, 0, 
44664, 4, 4, 
44666, 9, 1, 
44668, 4, 0, 
44670, 9, 16, 
44673, 4, 1, 
44675, 0, 0, 
44677, 1, 1, 
44679, 0, 16, 
44681, 0, 1, 
44683, 1, 81, 
44685, 1, 4, 
44687, 0, 1, 
44689, 0, 9, 
44691, 0, 36, 
44693, 0, 25, 
44695, 4, 1, 
44697, 1, 0, 
44699, 1, 36, 
44701, 0, 9, 
44703, 4, 81, 
44705, 0, 0, 
44707, 9, 1, 
44709, 1, 0, 
44711, 1, 0, 
44713, 1, 0, 
44716, 1, 4, 
44718, 0, 0, 
44720, 4, 16, 
44722, 4, 1, 
44724, 0, 1, 
44726, 0, 25, 
44728, 4, 64, 
44730, 0, 16, 
44732, 9, 4, 
44734, 1, 64, 
44736, 0, 0, 
44738, 9, 1, 
44740, 1, 0, 
44742, 0, 1, 
44744, 4, 1, 
44746, 0, 16, 
44748, 1, 25, 
44750, 0, 1, 
44752, 0, 1, 
44754, 1, 25, 
44756, 0, 16, 
44759, 1, 4, 
44762, 1, 16, 
44764, 0, 324, 
44766, 4, 1, 
44768, 4, 361, 
44770, 9, 64, 
44772, 16, 1, 
44774, 1, 4, 
44776, 0, 9, 
44778, 1, 4, 
44780, 4, 4, 
44782, 0, 1, 
44784, 9, 0, 
44786, 0, 0, 
44788, 0, 0, 
44790, 1, 0, 
44792, 0, 0, 
44794, 4, 16, 
44796, 0, 9, 
44798, 0, 25, 
44801, 9, 64, 
44803, 1, 36, 
44805, 0, 9, 
44807, 4, 9, 
44809, 0, 1, 
44811, 4, 0, 
44813, 0, 36, 
44815, 0, 9, 
44817, 1, 0, 
44819, 0, 4, 
44821, 0, 0, 
44823, 1, 0, 
44825, 0, 1, 
44827, 1, 36, 
44829, 1, 64, 
44831, 4, 36, 
44833, 9, 25, 
44835, 0, 81, 
44837, 1, 36, 
44839, 36, 16, 
44841, 9, 1, 
44844, 0, 16, 
44846, 0, 9, 
44848, 0, 9, 
44850, 0, 1, 
44852, 1, 9, 
44854, 1, 25, 
44856, 0, 0, 
44858, 1, 4, 
44860, 0, 0, 
44862, 0, 4, 
44864, 0, 9, 
44866, 1, 0, 
44868, 1, 36, 
44870, 4, 1, 
44872, 0, 1, 
44874, 4, 64, 
44877, 1, 81, 
44879, 4, 36, 
44881, 0, 4, 
44883, 1, 4, 
44886, 1, 121, 
44888, 0, 1, 
44890, 0, 121, 
44892, 4, 100, 
44894, 16, 49, 
44896, 0, 144, 
44898, 16, 25, 
44900, 0, 9, 
44902, 16, 1, 
44904, 0, 1, 
44906, 0, 9, 
44908, 1, 0, 
44910, 4, 25, 
44912, 0, 9, 
44914, 1, 16, 
44916, 1, 0, 
44918, 0, 9, 
44920, 1, 4, 
44922, 0, 0, 
44924, 9, 16, 
44926, 1, 16, 
44929, 1, 0, 
44931, 0, 0, 
44933, 1, 1, 
44935, 0, 4, 
44937, 4, 25, 
44939, 0, 9, 
44941, 9, 4, 
44943, 1, 49, 
44945, 1, 1, 
44947, 1, 0, 
44949, 0, 36, 
44951, 0, 100, 
44953, 4, 25, 
44955, 0, 4, 
44957, 0, 16, 
44959, 0, 0, 
44961, 0, 1, 
44963, 0, 0, 
44965, 0, 4, 
44967, 0, 36, 
44969, 1, 0, 
44972, 0, 16, 
44974, 0, 1, 
44976, 0, 0, 
44978, 0, 4, 
44980, 0, 16, 
44982, 1, 49, 
44984, 0, 64, 
44986, 4, 196, 
44988, 1, 64, 
44990, 9, 121, 
44993, 1, 144, 
44995, 4, 16, 
44997, 1, 36, 
44999, 4, 1, 
45001, 1, 0, 
45003, 0, 4, 
45005, 1, 49, 
45007, 0, 49, 
45009, 0, 25, 
45011, 9, 64, 
45014, 0, 4, 
45016, 16, 225, 
45018, 9, 25, 
45020, 25, 0, 
45022, 4, 1, 
45024, 0, 9, 
45026, 1, 1, 
45028, 1, 4, 
45030, 0, 9, 
45032, 1, 1, 
45034, 0, 25, 
45036, 0, 4, 
45038, 4, 36, 
45040, 1, 1, 
45042, 16, 0, 
45044, 0, 4, 
45046, 0, 25, 
45048, 0, 0, 
45050, 1, 16, 
45052, 0, 4, 
45054, 1, 0, 
45057, 0, 25, 
45059, 1, 64, 
45061, 16, 9, 
45063, 4, 81, 
45065, 4, 121, 
45067, 4, 1, 
45069, 1, 81, 
45071, 1, 16, 
45073, 0, 4, 
45075, 0, 36, 
45077, 0, 1, 
45079, 1, 16, 
45081, 1, 1, 
45083, 1, 4, 
45085, 0, 16, 
45087, 0, 4, 
45089, 0, 1, 
45091, 0, 4, 
45093, 4, 4, 
45095, 4, 4, 
45097, 0, 1, 
45100, 0, 4, 
45102, 0, 0, 
45104, 0, 0, 
45106, 0, 0, 
45109, 1, 1, 
45111, 0, 0, 
45113, 0, 0, 
45115, 0, 1, 
45117, 0, 4, 
45119, 0, 4, 
45121, 0, 36, 
45123, 0, 4, 
45125, 0, 64, 
45127, 1, 0, 
45129, 0, 121, 
45131, 1, 81, 
45133, 0, 100, 
45135, 0, 1, 
45137, 4, 169, 
45139, 1, 25, 
45142, 16, 4, 
45144, 1, 1, 
45146, 1, 4, 
45148, 1, 1, 
45150, 0, 1, 
45152, 1, 0, 
45154, 0, 1, 
45156, 0, 1, 
45158, 1, 9, 
45160, 1, 1, 
45162, 0, 4, 
45164, 0, 16, 
45166, 0, 0, 
45168, 4, 9, 
45170, 0, 9, 
45172, 4, 0, 
45174, 0, 1, 
45176, 0, 25, 
45178, 1, 0, 
45180, 0, 0, 
45182, 0, 64, 
45185, 4, 4, 
45187, 1, 36, 
45189, 4, 36, 
45191, 0, 25, 
45193, 16, 25, 
45195, 0, 64, 
45197, 9, 9, 
45199, 0, 16, 
45201, 1, 81, 
45203, 1, 36, 
45205, 4, 36, 
45207, 1, 16, 
45209, 0, 49, 
45211, 0, 49, 
45213, 0, 4, 
45215, 0, 4, 
45217, 1, 4, 
45219, 0, 9, 
45222, 1, 16, 
45224, 0, 36, 
45227, 1, 4, 
45229, 1, 4, 
45231, 1, 25, 
45233, 0, 16, 
45235, 0, 1, 
45237, 1, 36, 
45239, 0, 0, 
45241, 0, 1, 
45243, 0, 16, 
45245, 1, 0, 
45247, 0, 0, 
45249, 1, 0, 
45251, 0, 1, 
45253, 1, 25, 
45255, 1, 0, 
45257, 1, 9, 
45259, 0, 1, 
45261, 0, 4, 
45263, 1, 16, 
45265, 0, 9, 
45267, 0, 1, 
45270, 0, 1, 
45272, 1, 1, 
45274, 0, 100, 
45276, 0, 49, 
45278, 4, 1, 
45280, 4, 49, 
45282, 0, 81, 
45284, 0, 9, 
45286, 0, 9, 
45288, 0, 4, 
45290, 1, 0, 
45292, 0, 9, 
45294, 0, 4, 
45296, 1, 4, 
45298, 0, 4, 
45300, 0, 9, 
45302, 0, 36, 
45304, 4, 16, 
45306, 1, 25, 
45308, 0, 4, 
45310, 4, 4, 
45313, 9, 1, 
45315, 0, 16, 
45317, 0, 1, 
45319, 0, 0, 
45321, 0, 0, 
45323, 0, 0, 
45325, 0, 0, 
45327, 1, 0, 
45329, 0, 1, 
45331, 1, 1, 
45333, 1, 0, 
45336, 0, 1, 
45338, 0, 144, 
45340, 0, 36, 
45342, 9, 196, 
45344, 1, 121, 
45346, 25, 4, 
45348, 1, 0, 
45350, 1, 1, 
45352, 9, 9, 
45355, 0, 0, 
45357, 1, 0, 
45359, 1, 81, 
45361, 0, 64, 
45363, 0, 1, 
45365, 0, 9, 
45367, 0, 9, 
45369, 0, 25, 
45371, 0, 49, 
45373, 4, 1, 
45375, 0, 16, 
45377, 4, 1, 
45379, 0, 25, 
45381, 4, 9, 
45383, 1, 25, 
45385, 0, 81, 
45387, 0, 1, 
45389, 0, 16, 
45391, 4, 4, 
45393, 4, 1, 
45395, 0, 1, 
45398, 0, 0, 
45400, 0, 0, 
45402, 0, 0, 
45404, 1, 1, 
45406, 0, 4, 
45408, 0, 9, 
45410, 1, 0, 
45412, 0, 25, 
45414, 1, 1, 
45416, 1, 81, 
45418, 1, 16, 
45420, 9, 1, 
45422, 1, 9, 
45424, 1, 64, 
45426, 1, 81, 
45428, 16, 4, 
45430, 0, 9, 
45432, 16, 9, 
45434, 0, 9, 
45436, 0, 1, 
45438, 4, 49, 
45441, 1, 25, 
45443, 16, 1, 
45445, 0, 9, 
45447, 0, 9, 
45449, 1, 4, 
45452, 0, 1, 
45454, 0, 0, 
45456, 1, 4, 
45458, 0, 0, 
45460, 4, 4, 
45462, 16, 4, 
45464, 4, 0, 
45466, 1, 0, 
45468, 0, 0, 
45470, 0, 9, 
45472, 1, 25, 
45474, 4, 100, 
45476, 0, 1, 
45478, 0, 64, 
45480, 9, 4, 
45483, 1, 25, 
45485, 0, 25, 
45487, 9, 0, 
45489, 1, 16, 
45491, 1, 1, 
45493, 0, 36, 
45495, 0, 9, 
45497, 0, 25, 
45499, 1, 1, 
45501, 16, 25, 
45503, 0, 4, 
45505, 9, 16, 
45507, 1, 81, 
45509, 4, 1, 
45511, 0, 81, 
45513, 1, 49, 
45515, 0, 0, 
45517, 1, 0, 
45519, 1, 4, 
45521, 0, 0, 
45523, 1, 36, 
45526, 0, 9, 
45528, 0, 4, 
45530, 1, 1, 
45532, 0, 1, 
45534, 0, 4, 
45536, 0, 100, 
45538, 0, 121, 
45540, 4, 16, 
45542, 1, 1, 
45544, 0, 0, 
45546, 0, 1, 
45548, 1, 49, 
45550, 4, 100, 
45552, 4, 1, 
45554, 4, 4, 
45556, 0, 1, 
45558, 0, 1, 
45560, 1, 0, 
45562, 0, 9, 
45564, 0, 1, 
45568, 1, 0, 
45570, 0, 0, 
45572, 0, 25, 
45574, 0, 4, 
45576, 0, 25, 
45578, 1, 1, 
45580, 0, 0, 
45582, 1, 0, 
45584, 0, 1, 
45586, 1, 16, 
45588, 0, 9, 
45590, 0, 9, 
45592, 0, 4, 
45594, 1, 9, 
45596, 0, 0, 
45598, 1, 4, 
45600, 0, 1, 
45602, 0, 1, 
45604, 9, 36, 
45606, 4, 100, 
45608, 1, 4, 
45611, 9, 4, 
45613, 0, 1, 
45615, 0, 1, 
45617, 0, 16, 
45619, 0, 4, 
45621, 0, 4, 
45623, 0, 36, 
45625, 0, 64, 
45627, 1, 0, 
45629, 0, 36, 
45631, 4, 49, 
45633, 4, 121, 
45635, 4, 81, 
45637, 0, 25, 
45639, 25, 16, 
45641, 0, 0, 
45643, 1, 0, 
45645, 4, 1, 
45647, 0, 0, 
45649, 4, 0, 
45651, 1, 16, 
45654, 0, 0, 
45656, 1, 16, 
45658, 0, 1, 
45660, 0, 9, 
45662, 0, 9, 
45664, 1, 0, 
45666, 4, 25, 
45668, 0, 64, 
45670, 9, 0, 
45672, 4, 144, 
45674, 1, 0, 
45676, 1, 100, 
45678, 1, 1, 
45680, 0, 9, 
45683, 0, 4, 
45685, 0, 1, 
45687, 0, 0, 
45689, 1, 0, 
45691, 0, 0, 
45693, 1, 0, 
45696, 0, 9, 
45698, 0, 1, 
45700, 9, 1, 
45702, 0, 1, 
45704, 0, 0, 
45706, 0, 0, 
45708, 1, 16, 
45710, 4, 4, 
45712, 9, 4, 
45714, 0, 9, 
45716, 0, 4, 
45718, 0, 0, 
45720, 0, 36, 
45722, 4, 1, 
45724, 9, 225, 
45726, 4, 144, 
45728, 9, 1, 
45730, 0, 9, 
45732, 0, 25, 
45734, 16, 9, 
45736, 4, 1, 
45739, 0, 4, 
45741, 1, 0, 
45743, 0, 9, 
45745, 9, 0, 
45747, 0, 9, 
45749, 4, 16, 
45751, 1, 9, 
45753, 0, 9, 
45755, 4, 16, 
45757, 1, 1, 
45759, 1, 0, 
45761, 0, 25, 
45763, 1, 64, 
45765, 1, 9, 
45767, 0, 9, 
45769, 0, 49, 
45771, 1, 16, 
45773, 1, 4, 
45775, 0, 16, 
45777, 0, 9, 
45779, 0, 25, 
45782, 0, 1, 
45784, 4, 225, 
45786, 0, 144, 
45788, 16, 4, 
45790, 1, 144, 
45792, 0, 1, 
45795, 0, 576, 
45797, 9, 49, 
45799, 16, 16, 
45801, 1, 1, 
45803, 0, 16, 
45805, 1, 0, 
45807, 4, 0, 
45809, 0, 4, 
45811, 1, 4, 
45813, 4, 16, 
45815, 1, 16, 
45817, 4, 16, 
45819, 0, 25, 
45821, 9, 1, 
45824, 1, 16, 
45826, 4, 0, 
45828, 0, 1, 
45830, 0, 0, 
45832, 4, 4, 
45834, 1, 4, 
45836, 1, 4, 
45838, 1, 16, 
45840, 1, 1, 
45842, 0, 0, 
45844, 9, 0, 
45846, 1, 9, 
45848, 0, 81, 
45850, 0, 9, 
45852, 16, 36, 
45854, 4, 4, 
45856, 0, 1, 
45858, 4, 4, 
45860, 0, 4, 
45862, 1, 100, 
45864, 4, 4, 
45867, 9, 16, 
45869, 1, 4, 
45871, 0, 36, 
45873, 1, 1, 
45875, 1, 100, 
45877, 4, 81, 
45879, 4, 1, 
45881, 0, 36, 
45883, 4, 0, 
45885, 0, 49, 
45887, 1, 36, 
45889, 1, 1, 
45891, 1, 16, 
45893, 1, 0, 
45895, 0, 0, 
45897, 4, 9, 
45899, 0, 81, 
45901, 0, 49, 
45903, 4, 0, 
45905, 4, 1, 
45907, 0, 1, 
45910, 0, 16, 
45913, 1, 9, 
45915, 0, 1, 
45917, 0, 1, 
45919, 0, 9, 
45921, 0, 16, 
45923, 1, 49, 
45925, 1, 1, 
45927, 0, 16, 
45929, 9, 9, 
45931, 4, 1, 
45933, 1, 1, 
45935, 0, 1, 
45937, 0, 16, 
45939, 1, 36, 
45941, 0, 25, 
45943, 0, 9, 
45945, 0, 1, 
45947, 0, 4, 
45949, 0, 0, 
45952, 0, 1, 
45954, 1, 1, 
45956, 1, 0, 
45958, 0, 4, 
45960, 0, 4, 
45962, 0, 1, 
45964, 0, 4, 
45966, 1, 1, 
45968, 0, 1, 
45970, 1, 9, 
45972, 0, 9, 
45974, 1, 1, 
45976, 0, 0, 
45978, 0, 0, 
45980, 1, 0, 
45982, 0, 1, 
45984, 0, 0, 
45986, 1, 0, 
45988, 1, 4, 
45990, 0, 1, 
45992, 0, 49, 
45995, 4, 16, 
45997, 4, 64, 
45999, 0, 196, 
46001, 1, 16, 
46003, 1, 16, 
46005, 0, 25, 
46007, 0, 1, 
46009, 0, 16, 
46011, 1, 16, 
46013, 0, 4, 
46015, 0, 16, 
46017, 0, 81, 
46019, 4, 0, 
46021, 4, 100, 
46023, 0, 25, 
46025, 4, 4, 
46027, 1, 25, 
46029, 0, 36, 
46032, 0, 0, 
46034, 1, 1, 
46036, 1, 0, 
46039, 4, 0, 
46041, 1, 25, 
46043, 0, 1, 
46045, 0, 4, 
46047, 1, 16, 
46049, 0, 1, 
46051, 1, 9, 
46053, 0, 1, 
46055, 0, 4, 
46057, 0, 9, 
46059, 0, 16, 
46061, 0, 144, 
46063, 1, 144, 
46065, 16, 9, 
46067, 4, 16, 
46069, 0, 1, 
46071, 4, 49, 
46073, 4, 4, 
46075, 0, 9, 
46077, 0, 1, 
46080, 0, 1, 
46082, 1, 1, 
46084, 1, 0, 
46086, 1, 0, 
46088, 0, 9, 
46090, 0, 49, 
46092, 1, 0, 
46094, 0, 121, 
46096, 0, 9, 
46098, 1, 64, 
46100, 1, 1, 
46102, 1, 16, 
46104, 4, 1, 
